customer_id,primary_country,recency_days,frequency_orders,monetary_revenue,rfm_segment
15648,United Kingdom,196,2,639.5,Hibernating
14301,United Kingdom,109,1,640.14,Occasional At Risk
12631,Finland,49,1,640.5,New / One-time Recent
12624,France,98,2,641.13,Occasional At Risk
12365,Cyprus,283,2,641.38,Hibernating
18218,United Kingdom,203,2,641.92,Hibernating
15297,United Kingdom,2,3,641.94,Repeat Active
17046,United Kingdom,149,1,642.02,Occasional At Risk
17545,United Kingdom,35,3,642.3199999999999,Repeat Active
15384,United Kingdom,161,2,642.41,Occasional At Risk
13034,United Kingdom,46,2,642.77,Repeat Active
14020,United Kingdom,8,2,642.8,Repeat Active
14126,United Kingdom,2,2,643.6300000000001,Repeat Active
16383,United Kingdom,66,2,643.76,Repeat Active
14451,United Kingdom,52,2,643.9,Repeat Active
15948,United Kingdom,35,1,644.24,New / One-time Recent
17312,United Kingdom,130,3,644.3,Occasional At Risk
12994,United Kingdom,112,2,645.47,Occasional At Risk
14855,United Kingdom,111,2,645.6500000000001,Occasional At Risk
15651,United Kingdom,28,3,646.3000000000001,Repeat Active
14044,United Kingdom,18,4,646.42,Repeat Active
12589,France,20,2,646.68,Repeat Active
16734,United Kingdom,44,3,646.76,Repeat Active
16014,United Kingdom,29,3,646.83,Repeat Active
17373,United Kingdom,32,4,646.9200000000001,Repeat Active
17777,United Kingdom,16,3,647.56,Repeat Active
12723,France,8,4,647.79,Repeat Active
16438,United Kingdom,18,4,648.54,Repeat Active
14034,United Kingdom,14,3,648.89,Repeat Active
17779,United Kingdom,13,3,650.3199999999999,Repeat Active
16969,United Kingdom,31,3,650.41,Repeat Active
15571,United Kingdom,3,4,650.4300000000001,Repeat Active
16056,United Kingdom,37,1,650.75,New / One-time Recent
17523,United Kingdom,3,4,652.74,Repeat Active
14548,United Kingdom,142,2,652.8,Occasional At Risk
15205,United Kingdom,77,2,653.24,Repeat Active
18121,United Kingdom,141,2,653.3,Occasional At Risk
13496,United Kingdom,2,2,653.3299999999999,Repeat Active
18151,United Kingdom,126,2,653.35,Occasional At Risk
17398,United Kingdom,106,3,653.38,Occasional At Risk
14651,United Kingdom,59,2,653.75,Repeat Active
16444,United Kingdom,38,4,654.67,Repeat Active
14725,United Kingdom,16,1,655.58,New / One-time Recent
14894,United Kingdom,77,1,655.75,New / One-time Recent
16127,United Kingdom,31,1,656.25,New / One-time Recent
17299,United Kingdom,3,4,656.61,Repeat Active
16708,United Kingdom,37,1,656.63,New / One-time Recent
13049,United Kingdom,56,2,656.68,Repeat Active
16157,United Kingdom,7,3,656.69,Repeat Active
15677,United Kingdom,41,1,657.23,New / One-time Recent
17459,United Kingdom,35,2,657.3,Repeat Active
14818,United Kingdom,65,3,657.8,Repeat Active
16696,United Kingdom,127,4,657.9000000000001,Occasional At Risk
14150,United Kingdom,27,2,658.6400000000001,Repeat Active
16357,United Kingdom,25,3,658.88,Repeat Active
13759,United Kingdom,25,2,659.41,Repeat Active
15492,United Kingdom,20,2,659.46,Repeat Active
15862,United Kingdom,104,3,659.73,Occasional At Risk
14603,United Kingdom,266,1,660.0,Hibernating
12828,United Kingdom,57,4,661.3100000000001,Repeat Active
13028,United Kingdom,14,2,661.3199999999999,Repeat Active
16774,United Kingdom,59,4,661.52,Repeat Active
15208,United Kingdom,23,4,662.52,Repeat Active
16513,United Kingdom,11,2,662.7900000000001,Repeat Active
16573,United Kingdom,76,2,663.61,Repeat Active
13240,United Kingdom,88,4,663.65,Repeat Active
15643,United Kingdom,183,3,664.0,Hibernating
16208,United Kingdom,36,2,664.26,Repeat Active
13963,United Kingdom,300,4,664.54,Hibernating
17105,United Kingdom,151,2,665.78,Occasional At Risk
16268,United Kingdom,63,2,667.65,Repeat Active
13741,United Kingdom,63,3,668.4300000000001,Repeat Active
14342,United Kingdom,13,4,668.5600000000001,Repeat Active
12418,Switzerland,104,1,668.58,Occasional At Risk
16833,United Kingdom,251,3,671.2900000000001,Hibernating
12638,Sweden,25,1,671.69,New / One-time Recent
12838,United Kingdom,25,2,671.95,Repeat Active
14628,United Kingdom,83,2,671.96,Repeat Active
13258,United Kingdom,3,3,672.83,Repeat Active
14504,United Kingdom,39,4,673.26,Repeat Active
13951,United Kingdom,168,3,674.45,Occasional At Risk
17749,United Kingdom,170,2,674.52,Occasional At Risk
13464,United Kingdom,50,1,674.68,New / One-time Recent
13355,United Kingdom,114,1,674.7,Occasional At Risk
17994,United Kingdom,113,4,674.89,Occasional At Risk
13325,United Kingdom,73,1,675.3,New / One-time Recent
13607,United Kingdom,32,1,675.51,New / One-time Recent
12942,United Kingdom,123,3,675.6,Occasional At Risk
15574,United Kingdom,169,4,675.64,Occasional At Risk
18156,United Kingdom,4,2,675.64,Repeat Active
17462,United Kingdom,52,2,675.69,Repeat Active
15626,United Kingdom,66,2,675.8,Repeat Active
16377,United Kingdom,259,1,676.2,Hibernating
13388,United Kingdom,123,2,677.0999999999999,Occasional At Risk
12716,France,125,1,677.9,Occasional At Risk
13548,United Kingdom,88,2,678.16,Repeat Active
13925,United Kingdom,84,4,678.25,Repeat Active
13430,United Kingdom,10,2,679.45,Repeat Active
15322,United Kingdom,77,1,679.68,New / One-time Recent
16872,United Kingdom,69,3,680.0200000000001,Repeat Active
13524,United Kingdom,32,5,680.1800000000001,Loyal Active
18082,United Kingdom,17,1,680.84,New / One-time Recent
17397,United Kingdom,14,2,681.41,Repeat Active
18135,United Kingdom,21,5,681.91,Loyal Active
17341,United Kingdom,148,3,682.29,Occasional At Risk
15582,United Kingdom,16,3,682.9100000000001,Repeat Active
14222,United Kingdom,169,1,683.17,Occasional At Risk
17874,United Kingdom,177,6,683.46,High-Value At Risk
15669,United Kingdom,32,4,684.34,Repeat Active
16122,United Kingdom,65,4,684.4200000000001,Repeat Active
15038,United Kingdom,50,6,685.74,Loyal Active
12658,Germany,10,1,686.05,New / One-time Recent
18196,United Kingdom,87,2,686.63,Repeat Active
14141,United Kingdom,51,3,688.7800000000001,Repeat Active
13799,United Kingdom,108,2,688.8599999999999,Occasional At Risk
17502,United Kingdom,1,4,689.1,Repeat Active
15181,United Kingdom,58,3,689.48,Repeat Active
13023,United Kingdom,56,2,689.9000000000001,Repeat Active
18085,United Kingdom,322,2,689.95,Hibernating
17796,United Kingdom,32,4,690.0,Repeat Active
16212,United Kingdom,11,2,690.34,Repeat Active
14880,United Kingdom,69,3,690.59,Repeat Active
17733,United Kingdom,30,2,692.19,Repeat Active
17198,United Kingdom,15,3,692.22,Repeat Active
14111,United Kingdom,6,4,692.85,Repeat Active
13601,United Kingdom,37,2,693.3199999999999,Repeat Active
12410,Switzerland,300,2,693.33,Hibernating
14643,United Kingdom,162,2,693.81,Occasional At Risk
15304,United Kingdom,52,8,694.4,Loyal Active
14959,United Kingdom,56,4,695.42,Repeat Active
14009,United Kingdom,190,2,695.61,Hibernating
15700,United Kingdom,164,2,696.68,Occasional At Risk
15800,United Kingdom,99,2,696.89,Occasional At Risk
17472,United Kingdom,183,3,697.54,Hibernating
14829,United Kingdom,21,4,697.55,Repeat Active
17423,United Kingdom,38,2,698.4100000000001,Repeat Active
17812,United Kingdom,4,4,699.81,Repeat Active
17734,United Kingdom,45,3,700.63,Repeat Active
13238,United Kingdom,9,4,700.73,Repeat Active
14708,United Kingdom,146,2,701.1800000000001,Occasional At Risk
14356,United Kingdom,71,2,701.23,Repeat Active
14198,United Kingdom,10,4,701.4000000000001,Repeat Active
14179,United Kingdom,32,2,701.57,Repeat Active
16997,United Kingdom,280,3,702.0,Hibernating
15103,United Kingdom,23,2,703.36,Repeat Active
12883,United Kingdom,16,4,703.47,Repeat Active
17974,United Kingdom,16,3,703.99,Repeat Active
12612,Germany,66,1,704.0400000000001,New / One-time Recent
17934,United Kingdom,43,2,704.25,Repeat Active
16882,United Kingdom,58,3,705.12,Repeat Active
16364,United Kingdom,3,2,705.79,Repeat Active
16309,United Kingdom,98,2,706.5699999999999,Occasional At Risk
12453,Austria,126,1,707.09,Occasional At Risk
16449,United Kingdom,189,2,707.69,Hibernating
16136,United Kingdom,51,3,709.38,Repeat Active
14127,United Kingdom,114,3,709.71,Occasional At Risk
16362,United Kingdom,24,5,709.99,Loyal Active
14867,United Kingdom,177,3,710.28,Occasional At Risk
13249,United Kingdom,84,3,711.4100000000001,Repeat Active
17179,United Kingdom,170,3,711.79,Occasional At Risk
15855,United Kingdom,128,5,712.24,High-Value At Risk
17642,United Kingdom,111,2,712.29,Occasional At Risk
13587,United Kingdom,55,1,712.4,New / One-time Recent
13416,United Kingdom,35,2,712.5,Repeat Active
17761,United Kingdom,24,1,712.78,New / One-time Recent
13147,United Kingdom,2,4,712.8000000000001,Repeat Active
13169,United Kingdom,55,2,712.88,Repeat Active
12616,France,87,2,713.3,Repeat Active
18035,United Kingdom,27,3,713.89,Repeat Active
15757,United Kingdom,57,2,714.4200000000001,Repeat Active
15330,United Kingdom,24,2,714.96,Repeat Active
17029,United Kingdom,102,2,716.0,Occasional At Risk
17888,United Kingdom,13,8,716.0,Loyal Active
17114,United Kingdom,25,7,716.08,Loyal Active
15400,United Kingdom,84,5,716.2,Loyal Active
12535,France,83,2,716.3499999999999,Repeat Active
16023,United Kingdom,38,3,719.8100000000001,Repeat Active
18062,United Kingdom,165,3,720.52,Occasional At Risk
15584,United Kingdom,15,4,720.86,Repeat Active
15272,United Kingdom,49,2,721.94,Repeat Active
17521,United Kingdom,21,3,723.21,Repeat Active
12475,Germany,45,1,723.38,New / One-time Recent
15636,United Kingdom,81,2,724.76,Repeat Active
16140,United Kingdom,57,2,725.18,Repeat Active
14055,United Kingdom,98,1,725.6400000000001,Occasional At Risk
13623,United Kingdom,22,5,727.74,Loyal Active
16261,United Kingdom,9,4,728.54,Repeat Active
12468,Germany,179,2,729.5400000000001,Occasional At Risk
14778,United Kingdom,119,2,730.86,Occasional At Risk
16491,United Kingdom,38,1,731.5,New / One-time Recent
12646,USA,41,1,731.6899999999999,New / One-time Recent
16099,United Kingdom,42,3,731.9000000000001,Repeat Active
12820,United Kingdom,36,3,731.99,Repeat Active
13575,United Kingdom,15,5,732.0699999999999,Loyal Active
17979,United Kingdom,27,4,732.41,Repeat Active
16146,United Kingdom,149,3,734.13,Occasional At Risk
15215,United Kingdom,38,3,734.94,Repeat Active
15045,United Kingdom,143,2,735.66,Occasional At Risk
15074,United Kingdom,97,1,735.67,Occasional At Risk
17461,United Kingdom,14,3,735.82,Repeat Active
12976,United Kingdom,203,1,738.6,Hibernating
14756,United Kingdom,7,1,738.96,New / One-time Recent
12603,Germany,13,1,739.1999999999999,New / One-time Recent
14293,United Kingdom,139,3,739.41,Occasional At Risk
15252,United Kingdom,28,2,740.78,Repeat Active
17692,United Kingdom,119,4,740.9399999999999,Occasional At Risk
13900,United Kingdom,175,3,740.95,Occasional At Risk
13753,United Kingdom,279,1,741.26,Hibernating
14662,United Kingdom,20,4,741.37,Repeat Active
14583,United Kingdom,136,4,741.72,Occasional At Risk
12465,Belgium,9,2,742.19,Repeat Active
12374,Austria,17,1,742.9300000000001,New / One-time Recent
16730,United Kingdom,44,3,743.11,Repeat Active
13354,United Kingdom,63,1,743.53,New / One-time Recent
13236,United Kingdom,16,2,744.85,Repeat Active
13950,United Kingdom,3,4,745.06,Repeat Active
14790,United Kingdom,8,4,745.06,Repeat Active
17034,United Kingdom,8,3,745.52,Repeat Active
14897,United Kingdom,44,3,746.3199999999999,Repeat Active
14050,United Kingdom,23,2,746.36,Repeat Active
17387,United Kingdom,11,2,746.81,Repeat Active
14201,United Kingdom,52,7,747.44,Loyal Active
16859,United Kingdom,136,2,747.81,Occasional At Risk
15656,United Kingdom,37,4,748.5,Repeat Active
14923,United Kingdom,42,1,749.1,New / One-time Recent
17584,United Kingdom,119,1,749.45,Occasional At Risk
17146,United Kingdom,97,3,749.78,Occasional At Risk
12908,United Kingdom,168,2,750.0,Occasional At Risk
12951,United Kingdom,165,5,751.78,High-Value At Risk
16256,United Kingdom,258,1,752.4300000000001,Hibernating
13030,United Kingdom,3,2,752.44,Repeat Active
13730,United Kingdom,127,2,752.5999999999999,Occasional At Risk
16470,United Kingdom,43,4,752.77,Repeat Active
14234,United Kingdom,14,4,754.12,Repeat Active
12985,United Kingdom,20,1,754.38,New / One-time Recent
18104,United Kingdom,29,1,754.64,New / One-time Recent
13370,United Kingdom,363,1,754.87,Hibernating
15223,United Kingdom,217,2,755.75,Hibernating
16770,United Kingdom,49,5,757.1,Loyal Active
14550,United Kingdom,2,2,757.37,Repeat Active
16205,United Kingdom,22,4,757.63,Repeat Active
12413,France,58,3,758.1,Repeat Active
16725,United Kingdom,294,7,758.27,High-Value Lapsed
16036,United Kingdom,79,2,758.9200000000001,Repeat Active
13104,United Kingdom,38,5,759.0,Loyal Active
17425,United Kingdom,11,2,759.1700000000001,Repeat Active
14883,United Kingdom,10,6,761.59,Loyal Active
15599,United Kingdom,18,2,761.74,Repeat Active
16806,United Kingdom,95,4,762.16,Occasional At Risk
17466,United Kingdom,2,2,763.28,Repeat Active
17268,United Kingdom,99,4,763.64,Occasional At Risk
17516,United Kingdom,7,5,764.88,Loyal Active
14885,United Kingdom,123,1,765.3199999999999,Occasional At Risk
17695,United Kingdom,123,2,765.34,Occasional At Risk
14672,United Kingdom,226,2,765.55,Hibernating
13356,United Kingdom,72,1,768.24,New / One-time Recent
16480,United Kingdom,67,1,769.29,New / One-time Recent
12965,United Kingdom,81,1,769.8100000000001,New / One-time Recent
14412,United Kingdom,34,2,770.03,Repeat Active
15353,United Kingdom,246,2,770.12,Hibernating
17409,United Kingdom,176,2,771.85,Occasional At Risk
17764,United Kingdom,42,2,772.55,Repeat Active
15075,United Kingdom,69,1,773.03,New / One-time Recent
16222,United Kingdom,310,1,773.5500000000001,Hibernating
16043,United Kingdom,29,4,773.99,Repeat Active
13026,United Kingdom,23,4,774.84,Repeat Active
15414,United Kingdom,1,3,774.9000000000001,Repeat Active
16825,United Kingdom,30,2,775.1800000000001,Repeat Active
13341,United Kingdom,252,1,775.85,Hibernating
15743,United Kingdom,8,4,775.96,Repeat Active
15618,United Kingdom,24,4,776.851,Repeat Active
12425,Portugal,70,1,777.2,New / One-time Recent
13563,United Kingdom,76,2,777.53,Repeat Active
16505,United Kingdom,23,1,777.6,New / One-time Recent
17414,United Kingdom,35,2,778.0,Repeat Active
14815,United Kingdom,28,2,778.5,Repeat Active
13375,United Kingdom,80,1,778.65,New / One-time Recent
17411,United Kingdom,4,3,778.94,Repeat Active
12735,France,307,2,779.5699999999999,Hibernating
18228,United Kingdom,48,2,779.9,Repeat Active
17797,United Kingdom,14,3,780.4300000000001,Repeat Active
15239,United Kingdom,2,2,780.59,Repeat Active
13583,United Kingdom,147,1,781.03,Occasional At Risk
15679,United Kingdom,16,4,781.28,Repeat Active
15952,United Kingdom,25,4,781.91,Repeat Active
16054,United Kingdom,137,1,783.9,Occasional At Risk
17180,United Kingdom,48,4,783.97,Repeat Active
18136,United Kingdom,55,3,784.33,Repeat Active
15806,United Kingdom,38,3,784.58,Repeat Active
13109,United Kingdom,51,2,786.54,Repeat Active
13212,United Kingdom,11,3,786.83,Repeat Active
16546,United Kingdom,282,2,787.1500000000001,Hibernating
14557,United Kingdom,77,1,788.38,New / One-time Recent
13329,United Kingdom,23,2,789.0,Repeat Active
13016,United Kingdom,65,3,789.89,Repeat Active
14976,United Kingdom,49,7,790.86,Loyal Active
13167,United Kingdom,10,4,791.3299999999999,Repeat Active
15990,United Kingdom,36,2,792.11,Repeat Active
15831,United Kingdom,50,3,794.64,Repeat Active
13336,United Kingdom,69,1,795.12,New / One-time Recent
12701,Germany,71,2,797.71,Repeat Active
13389,United Kingdom,3,3,797.96,Repeat Active
13280,United Kingdom,114,3,798.46,Occasional At Risk
17703,United Kingdom,27,3,798.74,Repeat Active
17905,United Kingdom,63,4,798.99,Repeat Active
13720,United Kingdom,108,4,799.9,Occasional At Risk
15561,United Kingdom,3,4,800.59,Repeat Active
16367,United Kingdom,29,2,800.6700000000001,Repeat Active
18265,United Kingdom,64,2,801.51,Repeat Active
15644,United Kingdom,158,4,803.54,Occasional At Risk
12422,Switzerland,87,3,803.56,Repeat Active
18248,United Kingdom,114,2,804.02,Occasional At Risk
13637,United Kingdom,44,3,804.3,Repeat Active
12434,Australia,76,2,806.14,Repeat Active
13707,United Kingdom,259,2,806.41,Hibernating
12421,Spain,7,4,807.04,Repeat Active
15533,United Kingdom,11,3,807.5699999999999,Repeat Active
14499,United Kingdom,18,3,808.44,Repeat Active
15965,United Kingdom,9,4,808.87,Repeat Active
17097,Spain,2,7,810.27,Loyal Active
16624,United Kingdom,72,2,810.5699999999999,Repeat Active
16276,United Kingdom,168,1,810.6000000000001,Occasional At Risk
16460,United Kingdom,20,3,811.23,Repeat Active
17980,United Kingdom,157,3,811.45,Occasional At Risk
16284,United Kingdom,23,2,812.6800000000001,Repeat Active
14421,United Kingdom,49,2,813.11,Repeat Active
16621,United Kingdom,43,4,813.48,Repeat Active
18064,United Kingdom,125,2,814.0,Occasional At Risk
13811,Germany,175,3,814.5,Occasional At Risk
15649,United Kingdom,328,2,816.0,Hibernating
16943,United Kingdom,203,3,816.73,Hibernating
16869,United Kingdom,14,4,817.12,Repeat Active
16092,United Kingdom,106,3,817.86,Occasional At Risk
13220,United Kingdom,70,4,819.2900000000001,Repeat Active
17759,United Kingdom,9,3,819.96,Repeat Active
17921,United Kingdom,56,4,820.23,Repeat Active
13893,United Kingdom,289,1,821.1,Hibernating
12778,Netherlands,11,6,822.23,Loyal Active
16164,United Kingdom,9,3,822.48,Repeat Active
12724,France,73,3,823.1700000000001,Repeat Active
14446,United Kingdom,20,3,823.52,Repeat Active
15164,United Kingdom,60,3,824.58,Repeat Active
12427,Germany,13,3,825.8,Repeat Active
16494,United Kingdom,288,1,826.53,Hibernating
12781,Czech Republic,55,2,826.74,Repeat Active
12461,Switzerland,86,2,826.88,Repeat Active
13681,United Kingdom,9,4,827.83,Repeat Active
16924,United Kingdom,13,3,829.89,Repeat Active
14644,United Kingdom,59,2,830.76,Repeat Active
14289,United Kingdom,126,5,832.7800000000001,High-Value At Risk
16644,United Kingdom,169,2,833.78,Occasional At Risk
17075,United Kingdom,9,4,834.12,Repeat Active
13835,United Kingdom,17,4,834.5699999999999,Repeat Active
17169,United Kingdom,49,2,835.78,Repeat Active
16747,United Kingdom,29,2,836.06,Repeat Active
12728,France,63,4,836.33,Repeat Active
15832,United Kingdom,246,1,836.79,Hibernating
16554,United Kingdom,34,3,837.1,Repeat Active
13940,United Kingdom,9,4,839.14,Repeat Active
14332,United Kingdom,14,3,840.21,Repeat Active
17076,United Kingdom,28,3,841.0799999999999,Repeat Active
14862,United Kingdom,17,2,841.2,Repeat Active
16560,United Kingdom,18,2,841.4100000000001,Repeat Active
16108,United Kingdom,76,1,842.5,New / One-time Recent
13929,United Kingdom,161,2,842.6500000000001,Occasional At Risk
17929,United Kingdom,3,4,843.0,Repeat Active
17624,United Kingdom,6,2,843.48,Repeat Active
12847,United Kingdom,14,1,843.64,New / One-time Recent
14803,United Kingdom,154,3,845.55,Occasional At Risk
16877,United Kingdom,4,6,846.62,Loyal Active
13221,United Kingdom,232,2,847.4100000000001,Hibernating
16347,United Kingdom,3,2,847.45,Repeat Active
14657,United Kingdom,9,4,848.22,Repeat Active
18096,United Kingdom,3,3,849.06,Repeat Active
16020,United Kingdom,8,3,851.01,Repeat Active
16070,United Kingdom,14,2,852.1500000000001,Repeat Active
12379,Belgium,73,2,852.24,Repeat Active
15022,United Kingdom,3,4,852.39,Repeat Active
13991,United Kingdom,4,6,852.88,Loyal Active
14193,United Kingdom,59,2,853.3900000000001,Repeat Active
16121,United Kingdom,49,2,854.6600000000001,Repeat Active
17560,United Kingdom,86,4,854.95,Repeat Active
12878,United Kingdom,228,2,854.99,Hibernating
16037,United Kingdom,261,3,855.02,Hibernating
17064,United Kingdom,50,3,855.45,Repeat Active
12693,Germany,119,4,855.9100000000001,Occasional At Risk
16163,United Kingdom,224,2,856.6000000000001,Hibernating
13566,United Kingdom,32,2,856.8400000000001,Repeat Active
12912,United Kingdom,6,3,858.0600000000001,Repeat Active
14553,United Kingdom,11,5,859.27,Loyal Active
14577,United Kingdom,4,4,859.71,Repeat Active
13339,United Kingdom,192,1,860.12,Hibernating
12794,Portugal,45,2,860.41,Repeat Active
16221,United Kingdom,28,3,860.86,Repeat Active
18237,United Kingdom,57,4,861.3499999999999,Repeat Active
16266,United Kingdom,65,7,861.89,Loyal Active
16376,United Kingdom,9,1,862.2,New / One-time Recent
13846,United Kingdom,16,3,865.06,Repeat Active
15500,United Kingdom,10,3,865.3000000000001,Repeat Active
16567,United Kingdom,186,2,865.5999999999999,Hibernating
13956,United Kingdom,46,4,865.72,Repeat Active
14597,United Kingdom,3,2,866.24,Repeat Active
16235,United Kingdom,32,5,867.31,Loyal Active
14715,United Kingdom,16,4,867.38,Repeat Active
14912,Italy,8,2,867.8499999999999,Repeat Active
17649,United Kingdom,130,1,868.49,Occasional At Risk
17886,United Kingdom,23,3,869.28,Repeat Active
13203,United Kingdom,1,4,869.46,Repeat Active
12694,France,62,2,869.6700000000001,Repeat Active
13979,United Kingdom,65,1,869.87,New / One-time Recent
13200,United Kingdom,11,4,870.09,Repeat Active
14759,United Kingdom,104,2,870.85,Occasional At Risk
17526,United Kingdom,282,3,872.8,Hibernating
13294,United Kingdom,181,2,873.74,Hibernating
16657,United Kingdom,1,4,874.4300000000001,Repeat Active
15100,United Kingdom,325,3,876.0,Hibernating
14770,United Kingdom,224,2,876.42,Hibernating
15653,United Kingdom,84,2,877.4399999999999,Repeat Active
17027,United Kingdom,70,6,877.5600000000001,Loyal Active
15076,United Kingdom,164,1,880.85,Occasional At Risk
13037,United Kingdom,130,3,881.07,Occasional At Risk
13662,United Kingdom,77,3,881.26,Repeat Active
17109,United Kingdom,21,6,881.29,Loyal Active
13509,United Kingdom,44,6,881.62,Loyal Active
18236,United Kingdom,21,6,882.24,Loyal Active
17405,United Kingdom,64,2,883.01,Repeat Active
15799,United Kingdom,67,3,884.14,Repeat Active
17704,United Kingdom,160,2,885.19,Occasional At Risk
14449,United Kingdom,10,4,885.8,Repeat Active
17350,United Kingdom,37,2,886.34,Repeat Active
14623,United Kingdom,24,5,886.7,Loyal Active
16900,United Kingdom,8,3,887.11,Repeat Active
17537,United Kingdom,21,2,887.6700000000001,Repeat Active
17829,United Arab Emirates,290,1,889.24,Hibernating
14344,United Kingdom,119,8,889.9300000000001,High-Value At Risk
17007,United Kingdom,42,6,889.9300000000001,Loyal Active
14240,United Kingdom,22,2,890.34,Repeat Active
15434,United Kingdom,23,4,890.58,Repeat Active
15255,United Kingdom,58,1,890.85,New / One-time Recent
13515,United Kingdom,64,4,891.12,Repeat Active
16361,United Kingdom,1,4,891.21,Repeat Active
12772,Portugal,51,1,892.47,New / One-time Recent
15066,United Kingdom,45,1,893.59,New / One-time Recent
15211,United Kingdom,52,2,894.4100000000001,Repeat Active
15865,United Kingdom,32,3,895.1300000000001,Repeat Active
14649,United Kingdom,64,3,895.1800000000001,Repeat Active
15079,United Kingdom,204,4,895.61,Hibernating
14625,United Kingdom,188,2,899.63,Hibernating
12940,United Kingdom,46,2,899.6899999999999,Repeat Active
15511,United Kingdom,3,5,900.53,Loyal Active
17848,United Kingdom,73,9,901.1999999999999,Loyal Active
16716,United Kingdom,258,2,901.2,Hibernating
15807,United Kingdom,42,3,903.9000000000001,Repeat Active
15480,Malta,108,1,905.5,Occasional At Risk
17323,United Kingdom,7,7,906.52,Loyal Active
13038,United Kingdom,72,3,908.46,Repeat Active
13782,United Kingdom,4,6,908.86,Loyal Active
13689,United Kingdom,55,1,910.0,New / One-time Recent
13192,United Kingdom,87,2,911.94,Repeat Active
14359,United Kingdom,11,3,912.18,Repeat Active
17522,United Kingdom,130,4,912.25,Occasional At Risk
15364,United Kingdom,87,2,913.19,Repeat Active
15587,United Kingdom,42,4,913.68,Repeat Active
16809,United Kingdom,15,5,914.69,Loyal Active
16216,United Kingdom,259,1,914.9300000000001,Hibernating
17042,United Kingdom,113,4,915.02,Occasional At Risk
17236,United Kingdom,4,6,916.13,Loyal Active
15707,United Kingdom,27,4,916.98,Repeat Active
14712,United Kingdom,21,3,917.07,Repeat Active
16682,United Kingdom,49,4,917.14,Repeat Active
14015,United Kingdom,44,1,917.34,New / One-time Recent
13549,United Kingdom,17,7,918.2,Loyal Active
15253,United Kingdom,8,5,918.2,Loyal Active
16511,United Kingdom,13,3,918.33,Repeat Active
13075,United Kingdom,121,1,919.61,Occasional At Risk
12652,France,323,1,919.98,Hibernating
17018,United Kingdom,32,2,920.1,Repeat Active
13984,United Kingdom,18,5,920.51,Loyal Active
15576,United Kingdom,29,1,921.37,New / One-time Recent
14081,United Kingdom,294,2,921.62,Hibernating
13035,United Kingdom,65,2,921.88,Repeat Active
13934,United Kingdom,255,1,922.1,Hibernating
16551,United Kingdom,87,3,922.12,Repeat Active
13122,United Kingdom,86,2,922.39,Repeat Active
15654,United Kingdom,1,2,922.53,Repeat Active
13805,United Kingdom,44,2,924.6,Repeat Active
15312,United Kingdom,67,4,924.85,Repeat Active
17048,United Kingdom,109,3,925.35,Occasional At Risk
14231,United Kingdom,175,3,925.71,Occasional At Risk
14475,United Kingdom,63,3,925.85,Repeat Active
13860,United Kingdom,6,4,926.45,Repeat Active
16907,United Kingdom,21,5,928.76,Loyal Active
17552,United Kingdom,52,4,930.41,Repeat Active
17289,United Kingdom,23,3,931.02,Repeat Active
16934,United Kingdom,46,2,931.0300000000001,Repeat Active
18133,United Kingdom,204,1,931.4999999999999,Hibernating
14532,United Kingdom,228,4,932.85,Hibernating
13655,United Kingdom,106,2,932.97,Occasional At Risk
15787,United Kingdom,18,3,933.26,Repeat Active
12924,United Kingdom,80,4,933.7,Repeat Active
16027,United Kingdom,83,6,934.62,Loyal Active
16584,United Kingdom,72,2,936.08,Repeat Active
17227,United Kingdom,10,6,939.32,Loyal Active
17527,United Kingdom,45,4,939.37,Repeat Active
15289,United Kingdom,21,3,939.78,Repeat Active
13261,United Kingdom,260,2,944.1,Hibernating
15747,United Kingdom,4,3,946.64,Repeat Active
12458,Switzerland,63,2,947.4000000000001,Repeat Active
13748,United Kingdom,87,5,948.25,Loyal Active
17044,United Kingdom,17,1,948.48,New / One-time Recent
12822,United Kingdom,62,2,948.88,Repeat Active
13636,United Kingdom,28,5,949.12,Loyal Active
15421,United Kingdom,50,4,950.36,Repeat Active
14540,United Kingdom,1,3,952.66,Repeat Active
15835,United Kingdom,36,4,954.09,Repeat Active
17244,United Kingdom,45,1,954.9,New / One-time Recent
14047,United Kingdom,65,4,957.46,Repeat Active
12697,Sweden,20,3,957.5899999999999,Repeat Active
13823,United Kingdom,10,2,957.66,Repeat Active
18192,United Kingdom,63,1,957.97,New / One-time Recent
16419,United Kingdom,104,6,958.71,High-Value At Risk
14006,United Kingdom,107,3,962.19,Occasional At Risk
13138,United Kingdom,14,6,962.39,Loyal Active
12550,Spain,71,1,964.83,New / One-time Recent
15860,United Kingdom,32,8,965.1600000000001,Loyal Active
15793,United Kingdom,6,3,965.61,Repeat Active
14256,United Kingdom,252,2,969.06,Hibernating
16899,United Kingdom,11,5,969.43,Loyal Active
14129,United Kingdom,9,4,971.2800000000001,Repeat Active
17100,United Kingdom,10,2,971.74,Repeat Active
13155,United Kingdom,25,4,971.76,Repeat Active
15506,United Kingdom,14,3,972.0799999999999,Repeat Active
16009,United Kingdom,14,4,972.11,Repeat Active
18194,United Kingdom,74,1,973.8399999999999,New / One-time Recent
15449,United Kingdom,18,3,974.52,Repeat Active
14522,United Kingdom,16,4,974.54,Repeat Active
14920,United Kingdom,204,2,977.77,Hibernating
